,episode_id,url,show_id,show_name,episode_name,season_n,episode_n,type_ep,airstamp,runtime,average_rating,show_type,show_language,show_genres,show_status,showed_in
457,2744344,https://www.tvmaze.com/episodes/2744344/sword-and-fairy-4-1x30-episode-30,74045,Sword and Fairy 4,Episode 30,1,30,regular,2024-01-29T12:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,iQIYI
458,2751452,https://www.tvmaze.com/episodes/2751452/a-soldiers-story-1x11-episode-11,74250,A Soldier's Story,Episode 11,1,11,regular,2024-01-29T12:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Comedy', 'War']",Ended,iQIYI
459,2751453,https://www.tvmaze.com/episodes/2751453/a-soldiers-story-1x12-episode-12,74250,A Soldier's Story,Episode 12,1,12,regular,2024-01-29T12:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Comedy', 'War']",Ended,iQIYI
460,2761274,https://www.tvmaze.com/episodes/2761274/the-challenge-home-turf-1x01-cts-town,74426,The Challenge: Home Turf,CT's Town,1,1,regular,2024-01-29T12:00:00+00:00,41.0,,Documentary,English,[],Running,YouTube
461,2844774,https://www.tvmaze.com/episodes/2844774/isa-soares-tonight-2024-01-29-episode-20,76499,Isa Soares Tonight,Episode 20,2024,20,regular,2024-01-29T12:00:00+00:00,60.0,,News,,[],Running,CNN International
462,2845200,https://www.tvmaze.com/episodes/2845200/quest-means-business-2024-01-29-episode-20,76505,Quest Means Business,Episode 20,2024,20,regular,2024-01-29T12:00:00+00:00,60.0,,News,,[],Running,CNN International
463,2845910,https://www.tvmaze.com/episodes/2845910/connect-the-world-2024-01-29-episode-20,76517,Connect the World,Episode 20,2024,20,regular,2024-01-29T12:00:00+00:00,120.0,,News,,[],Running,CNN International
464,2846920,https://www.tvmaze.com/episodes/2846920/cnn-10-2024-01-29-episode-16,76560,CNN 10,Episode 16,2024,16,regular,2024-01-29T12:00:00+00:00,10.0,,News,,[],Running,YouTube
465,2873726,https://www.tvmaze.com/episodes/2873726/al-khaen-1x67-67-alhlqt,77144,Al Kha'en,67 الحلقة,1,67,regular,2024-01-29T12:00:00+00:00,48.0,,Scripted,Arabic,"['Drama', 'Mystery']",Ended,Shahid
466,2894305,https://www.tvmaze.com/episodes/2894305/first-edition-2024-01-29-episode-21,77201,First Edition,Episode 21,2024,21,regular,2024-01-29T12:00:00+00:00,120.0,,News,English,[],Running,Newsmax2
467,2906420,https://www.tvmaze.com/episodes/2906420/2-bears-1-cave-2024-01-29-ep-221-does-katt-williams-hate-us,77660,"2 Bears, 1 Cave",Ep 221 Does Katt Williams Hate Us?,2024,5,regular,2024-01-29T12:00:00+00:00,64.0,,Talk Show,,['Comedy'],Running,YouTube
468,3016310,https://www.tvmaze.com/episodes/3016310/la-voz-de-la-manana-2024-01-29-episodio-21,79903,La Voz de la Mañana,Episódio 21,2024,21,regular,2024-01-29T12:00:00+00:00,120.0,,News,Spanish,[],Running,ViX
469,3030200,https://www.tvmaze.com/episodes/3030200/maomao-no-hitorigoto-1x16-episode-16,80138,Maomao no Hitorigoto,Episode 16,1,16,regular,2024-01-29T12:00:00+00:00,1.0,,Animation,Japanese,['Anime'],Running,YouTube
470,2755621,https://www.tvmaze.com/episodes/2755621/like-a-flowing-river-3x29-episode-29,42056,Like a Flowing River,Episode 29,3,29,regular,2024-01-29T12:06:00+00:00,45.0,,Scripted,Chinese,['Drama'],Ended,CCTV-1
471,2755622,https://www.tvmaze.com/episodes/2755622/like-a-flowing-river-3x30-episode-30,42056,Like a Flowing River,Episode 30,3,30,regular,2024-01-29T12:06:00+00:00,45.0,,Scripted,Chinese,['Drama'],Ended,CCTV-1
472,2755727,https://www.tvmaze.com/episodes/2755727/family-feud-canada-5x73-episode-73,42893,Family Feud Canada,Episode 73,5,73,regular,2024-01-29T13:00:00+00:00,30.0,,Game Show,English,[],Running,CBC
473,2833137,https://www.tvmaze.com/episodes/2833137/abc-news-live-first-2024-01-29-episode-21,76216,ABC News Live First,Episode 21,2024,21,regular,2024-01-29T13:00:00+00:00,240.0,,News,English,[],Running,ABC News Live
474,2896258,https://www.tvmaze.com/episodes/2896258/today-3rd-hour-2024-01-29-episode-20,72466,Today 3rd Hour,Episode 20,2024,20,regular,2024-01-29T14:00:00+00:00,60.0,,News,English,[],Running,NBC
475,2973741,https://www.tvmaze.com/episodes/2973741/riley-rocket-1x29-pet-peeves,78818,Riley Rocket,Pet Peeves,1,29,regular,2024-01-29T16:00:00+00:00,11.0,,Animation,English,[],To Be Determined,Knowledge:kids
476,2736148,https://www.tvmaze.com/episodes/2736148/the-foolish-angel-dances-with-the-devil-1x04-the-equally-foolish-angel-and-demon,73478,The Foolish Angel Dances with the Devil,The Equally Foolish Angel and Demon,1,4,regular,2024-01-29T16:30:00+00:00,24.0,,Animation,Japanese,['Anime'],Running,TV Tokyo
477,2750325,https://www.tvmaze.com/episodes/2750325/days-of-our-lives-2024-01-29-ep-14780,812,Days of Our Lives,Ep. #14780,2024,21,regular,2024-01-29T17:00:00+00:00,42.0,,Scripted,English,"['Drama', 'Family', 'Romance']",Running,Peacock
478,2800693,https://www.tvmaze.com/episodes/2800693/rooster-teeth-podcast-2024-01-29-armando-took-7000-mg-of-what,6146,Rooster Teeth Podcast,"Armando took 7,000 mg of WHAT?",2024,5,regular,2024-01-29T17:00:00+00:00,90.0,,Talk Show,English,['Comedy'],Ended,Rooster Teeth
479,2723117,https://www.tvmaze.com/episodes/2723117/raw-talk-8x05-raw-talk-200,22473,RAW Talk,Raw Talk 200,8,5,regular,2024-01-29T17:00:00+00:00,30.0,,Talk Show,English,['Sports'],Running,WWE Network
480,2751517,https://www.tvmaze.com/episodes/2751517/nbc-news-daily-2024-01-29-episode-21,73192,NBC News Daily,Episode 21,2024,21,regular,2024-01-29T17:00:00+00:00,240.0,,News,English,[],Running,NBC.com
481,2844416,https://www.tvmaze.com/episodes/2844416/amanpour-2024-01-29-episode-20,76479,Amanpour,Episode 20,2024,20,regular,2024-01-29T17:00:00+00:00,60.0,,News,English,[],Running,CNN International
482,2852269,https://www.tvmaze.com/episodes/2852269/sip-gossip-1x03-sip-gossip-3-avec-amine,76734,Sip & Gossip,Sip & Gossip #3 avec Amine,1,3,regular,2024-01-29T17:00:00+00:00,120.0,,Talk Show,French,[],Running,Twitch
483,2879372,https://www.tvmaze.com/episodes/2879372/john-bachman-now-2024-01-29-episode-20,77198,John Bachman Now,Episode 20,2024,20,regular,2024-01-29T17:00:00+00:00,120.0,,News,English,[],Running,Newsmax2
484,2898759,https://www.tvmaze.com/episodes/2898759/cbs-news-247-2024-01-29-episode-21,77453,CBS News 24/7,Episode 21,2024,21,regular,2024-01-29T17:00:00+00:00,300.0,,News,English,[],Running,CBS News
485,3156364,https://www.tvmaze.com/episodes/3156364/mean-girls-1x02-episode-2,82811,Mean Girls,Episode 2,1,2,regular,2024-01-29T17:00:00+00:00,36.0,,Reality,,[],Running,Now That's Tv
486,2919530,https://www.tvmaze.com/episodes/2919530/masterchef-10x13-afsnit-13,34805,MasterChef,Afsnit 13,10,13,regular,2024-01-29T18:00:00+00:00,45.0,,Reality,Danish,['Food'],Running,TV3
487,2831471,https://www.tvmaze.com/episodes/2831471/cbs-news-latest-headlines-2024-01-29-episode-21,76075,CBS News Latest Headlines,Episode 21,2024,21,regular,2024-01-29T18:00:00+00:00,240.0,,News,English,[],Running,CBS News
488,2833346,https://www.tvmaze.com/episodes/2833346/abc-news-live-2024-01-29-episode-21,76217,ABC News Live,Episode 21,2024,21,regular,2024-01-29T18:00:00+00:00,180.0,,News,English,[],Running,ABC News Live
489,2751512,https://www.tvmaze.com/episodes/2751512/gma3-what-you-need-to-know-4x94-laurence-fishburne-chef-angelo-sosa-green-day,72930,GMA3: What You Need to Know,"Laurence Fishburne, Chef Angelo Sosa, Green Day",4,94,regular,2024-01-29T18:30:00+00:00,60.0,,News,English,"['Family', 'Travel', 'Medical']",Running,ABC
490,2728548,https://www.tvmaze.com/episodes/2728548/goede-tijden-slechte-tijden-34x89-aflevering-6864,2504,"Goede Tijden, Slechte Tijden",Aflevering 6864,34,89,regular,2024-01-29T19:00:00+00:00,23.0,,Scripted,Dutch,"['Drama', 'Romance']",Running,RTL4
491,2890343,https://www.tvmaze.com/episodes/2890343/hope-street-3x13-episode-13,57165,Hope Street,Episode 13,3,13,regular,2024-01-29T19:00:00+00:00,44.0,7.0,Scripted,English,"['Drama', 'Crime']",Running,BBC iPlayer
492,2752756,https://www.tvmaze.com/episodes/2752756/we-have-a-date-2x13-episode-13,74277,We Have a Date,Episode 13,2,13,regular,2024-01-29T19:00:00+00:00,30.0,,Scripted,Arabic,"['Drama', 'Family']",Running,DMC
493,2754833,https://www.tvmaze.com/episodes/2754833/hollyoaks-30x18-mon-29-jan-2024,4175,Hollyoaks,Mon 29 Jan 2024,30,18,regular,2024-01-29T19:30:00+00:00,23.0,,Scripted,English,['Drama'],Running,Channel 4
494,2879311,https://www.tvmaze.com/episodes/2879311/17-klostes-1x02-e-symboule-tou-daskalou,77237,17 Κλωστές,Η συμβουλή του δασκάλου,1,2,regular,2024-01-29T21:00:00+00:00,46.0,,Scripted,Greek,"['Drama', 'Thriller']",Ended,Cosmote TV
495,3128992,https://www.tvmaze.com/episodes/3128992/there-can-be-only-one-2x02-episode-2,74483,There Can Be Only One,Episode 2,2,2,regular,2024-01-29T22:00:00+00:00,,,Documentary,Spanish,[],Running,NBC.com
496,2794061,https://www.tvmaze.com/episodes/2794061/america-decides-2024-01-29-episode-16,75249,America Decides,Episode 16,2024,16,regular,2024-01-29T22:00:00+00:00,30.0,,News,English,[],Running,CBS News
497,2833256,https://www.tvmaze.com/episodes/2833256/abc-news-live-reports-2024-01-29-episode-21,76220,ABC News Live Reports,Episode 21,2024,21,regular,2024-01-29T22:00:00+00:00,120.0,,News,English,[],Running,ABC News Live
498,2794531,https://www.tvmaze.com/episodes/2794531/the-daily-report-with-john-dickerson-2024-01-29-episode-16,75261,The Daily Report with John Dickerson,Episode 16,2024,16,regular,2024-01-30T00:00:00+00:00,60.0,,News,,[],Running,CBS News
499,2833046,https://www.tvmaze.com/episodes/2833046/abc-prime-with-linsey-davis-2024-01-29-episode-21,76215,ABC Prime with Linsey Davis,Episode 21,2024,21,regular,2024-01-30T00:00:00+00:00,90.0,,News,English,[],Running,ABC News Live
500,2657629,https://www.tvmaze.com/episodes/2657629/wwe-monday-night-raw-31x05-1601-amalie-arena-in-tampa-fl,802,WWE Monday Night RAW,"#1601 - Amalie Arena in Tampa, FL",31,5,regular,2024-01-30T01:00:00+00:00,180.0,7.0,Sports,English,[],Running,Netflix
501,2754843,https://www.tvmaze.com/episodes/2754843/husdrommar-11x01-vad-hande-sen,26177,Husdrömmar,Vad Hände Sen?,11,1,regular,2024-01-30T01:00:00+00:00,60.0,,Reality,Swedish,[],Running,SVT Play
502,2743208,https://www.tvmaze.com/episodes/2743208/maine-cabin-masters-9x11-a-growing-gem-on-pocasset,23972,Maine Cabin Masters,A Growing Gem on Pocasset,9,11,regular,2024-01-30T02:00:00+00:00,60.0,,Reality,English,['DIY'],Running,Magnolia Network
503,2732348,https://www.tvmaze.com/episodes/2732348/alle-elsker-david-5x13-fulltidsjobb,54476,Alle Elsker David,Fulltidsjobb,5,13,regular,2024-01-30T02:00:00+00:00,21.0,,Reality,Norwegian,[],To Be Determined,TV 2 Play
504,2848030,https://www.tvmaze.com/episodes/2848030/fox-news-night-2024-01-29-episode-20,76581,Fox News @ Night,Episode 20,2024,20,regular,2024-01-30T04:00:00+00:00,60.0,,News,English,[],Running,Fox News Channel
505,2751924,https://www.tvmaze.com/episodes/2751924/the-tonight-show-starring-jimmy-fallon-2024-01-29-james-corden-rob-gronkowski-george-birge,718,The Tonight Show Starring Jimmy Fallon,"James Corden, Rob Gronkowski, George Birge",2024,15,regular,2024-01-30T04:35:00+00:00,60.0,,Talk Show,English,['Comedy'],Running,NBC
506,2757742,https://www.tvmaze.com/episodes/2757742/umneecem-a-1x05-seria-5,73716,"Умнее,чем я",Серия 5,1,5,regular,2024-01-28T00:00:00+00:00,28.0,,Scripted,,"['Comedy', 'Science-Fiction']",Running,Okko
507,2690797,https://www.tvmaze.com/episodes/2690797/battle-through-the-heavens-5x81-episode-81,28359,Battle Through the Heavens,Episode 81,5,81,regular,2024-01-28T02:00:00+00:00,19.0,9.0,Animation,Chinese,"['Adventure', 'Anime', 'Fantasy']",Running,Tencent QQ
508,2731544,https://www.tvmaze.com/episodes/2731544/wu-shen-zhu-zai-2024-01-28-episode-406,54033,Wu Shen Zhu Zai,Episode 406,2024,8,regular,2024-01-28T02:00:00+00:00,5.0,,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Running,Tencent QQ
509,2768302,https://www.tvmaze.com/episodes/2768302/wu-ying-sanqian-dao-2x48-episode-58,61429,Wu Ying Sanqian Dao,Episode 58,2,48,regular,2024-01-28T02:00:00+00:00,,,Animation,Chinese,"['Comedy', 'Action', 'Adventure', 'Anime']",To Be Determined,Tencent QQ
510,2746162,https://www.tvmaze.com/episodes/2746162/peerless-martial-spirit-6x04-episode-344,67532,Peerless Martial Spirit,Episode 344,6,4,regular,2024-01-28T02:00:00+00:00,10.0,,Animation,Chinese,"['Action', 'Adventure', 'Fantasy']",Running,Tencent QQ
511,2753260,https://www.tvmaze.com/episodes/2753260/legend-of-xianwu-2x19-episode-45,70568,Legend of Xianwu,Episode 45,2,19,regular,2024-01-28T02:00:00+00:00,18.0,,Animation,Chinese,"['Action', 'Adventure']",Running,Youku
512,2750920,https://www.tvmaze.com/episodes/2750920/indulgence-1x13-episode-13,74228,Indulgence,Episode 13,1,13,regular,2024-01-28T02:00:00+00:00,10.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Youku
513,2750921,https://www.tvmaze.com/episodes/2750921/indulgence-1x14-episode-14,74228,Indulgence,Episode 14,1,14,regular,2024-01-28T02:00:00+00:00,10.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Youku
514,2755969,https://www.tvmaze.com/episodes/2755969/xian-wang-de-ri-chang-sheng-huo-4x08-defending-the-faction-60,46240,Xian Wang de Ri Chang Sheng Huo,Defending the Faction 60,4,8,regular,2024-01-28T04:00:00+00:00,18.0,6.5,Animation,Chinese,"['Adventure', 'Anime', 'Fantasy']",Running,Bilibili
515,2734416,https://www.tvmaze.com/episodes/2734416/shi-shi-chuanshuo-1x20-episode-20,73183,Shi Shi Chuanshuo,Episode 20,1,20,regular,2024-01-28T04:00:00+00:00,12.0,,Animation,Chinese,"['Action', 'Adventure', 'Science-Fiction']",Running,Tencent QQ
516,2742625,https://www.tvmaze.com/episodes/2742625/my-name-is-zhao-wudi-1x22-episode-22,73947,My Name is Zhao Wudi,Episode 22,1,22,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Action', 'Romance']",Ended,Tencent QQ
517,2746114,https://www.tvmaze.com/episodes/2746114/the-love-of-the-immortal-1x23-episode-23,74056,The Love of the Immortal,Episode 23,1,23,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
518,2750761,https://www.tvmaze.com/episodes/2750761/thousands-of-years-of-love-1x11-episode-11,74098,Thousands of Years of Love,Episode 11,1,11,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Tencent QQ
519,2748474,https://www.tvmaze.com/episodes/2748474/mirror-of-revenge-1x19-episode-19,74099,Mirror of Revenge,Episode 19,1,19,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
520,2748475,https://www.tvmaze.com/episodes/2748475/mirror-of-revenge-1x20-episode-20,74099,Mirror of Revenge,Episode 20,1,20,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
521,2747882,https://www.tvmaze.com/episodes/2747882/small-town-stories-1x21-episode-21,74100,Small Town Stories,Episode 21,1,21,regular,2024-01-28T04:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Shaanxi Satellite TV
522,2747883,https://www.tvmaze.com/episodes/2747883/small-town-stories-1x22-episode-22,74100,Small Town Stories,Episode 22,1,22,regular,2024-01-28T04:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Shaanxi Satellite TV
523,2751653,https://www.tvmaze.com/episodes/2751653/all-i-see-is-you-1x15-episode-15,74238,All I See is You,Episode 15,1,15,regular,2024-01-28T04:00:00+00:00,8.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
524,2751654,https://www.tvmaze.com/episodes/2751654/all-i-see-is-you-1x16-episode-16,74238,All I See is You,Episode 16,1,16,regular,2024-01-28T04:00:00+00:00,7.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
525,2751792,https://www.tvmaze.com/episodes/2751792/it-doesnt-matter-if-you-dont-know-the-plot-1x01-episode-1,74260,It Doesn't Matter If You Don't Know The Plot,Episode 1,1,1,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
526,2751793,https://www.tvmaze.com/episodes/2751793/it-doesnt-matter-if-you-dont-know-the-plot-1x02-episode-2,74260,It Doesn't Matter If You Don't Know The Plot,Episode 2,1,2,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
527,2751794,https://www.tvmaze.com/episodes/2751794/it-doesnt-matter-if-you-dont-know-the-plot-1x03-episode-3,74260,It Doesn't Matter If You Don't Know The Plot,Episode 3,1,3,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
528,2751795,https://www.tvmaze.com/episodes/2751795/it-doesnt-matter-if-you-dont-know-the-plot-1x04-episode-4,74260,It Doesn't Matter If You Don't Know The Plot,Episode 4,1,4,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
529,2751796,https://www.tvmaze.com/episodes/2751796/it-doesnt-matter-if-you-dont-know-the-plot-1x05-episode-5,74260,It Doesn't Matter If You Don't Know The Plot,Episode 5,1,5,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
530,2751797,https://www.tvmaze.com/episodes/2751797/it-doesnt-matter-if-you-dont-know-the-plot-1x06-episode-6,74260,It Doesn't Matter If You Don't Know The Plot,Episode 6,1,6,regular,2024-01-28T04:00:00+00:00,15.0,,Scripted,Chinese,"['Drama', 'Fantasy', 'Romance']",Ended,Tencent QQ
531,2753175,https://www.tvmaze.com/episodes/2753175/taigu-xing-shen-jue-1x03-episode-3,74301,Taigu Xing Shen Jue,Episode 3,1,3,regular,2024-01-28T04:00:00+00:00,,,Animation,,"['Action', 'Adventure']",Running,Youku
532,2921974,https://www.tvmaze.com/episodes/2921974/the-mystery-house-1x05-episode-5,77869,The Mystery House,Episode 5,1,5,regular,2024-01-28T04:00:00+00:00,10.0,,Scripted,Chinese,['Mystery'],Ended,Migu Video
533,2921975,https://www.tvmaze.com/episodes/2921975/the-mystery-house-1x06-episode-6,77869,The Mystery House,Episode 6,1,6,regular,2024-01-28T04:00:00+00:00,10.0,,Scripted,Chinese,['Mystery'],Ended,Migu Video
534,2756207,https://www.tvmaze.com/episodes/2756207/makta-1x10-bli-kvitt-a,69404,Makta,Bli kvitt a',1,10,regular,2024-01-28T05:00:00+00:00,43.0,,Scripted,Norwegian,"['Drama', 'History']",Ended,NRK TV
535,2744622,https://www.tvmaze.com/episodes/2744622/trigger-point-2x01-episode-1,46358,Trigger Point,Episode 1,2,1,regular,2024-01-28T07:00:00+00:00,47.0,8.3,Scripted,English,"['Drama', 'Thriller']",Running,ITVX
536,2753705,https://www.tvmaze.com/episodes/2753705/trigger-point-2x02-episode-2,46358,Trigger Point,Episode 2,2,2,regular,2024-01-28T07:00:00+00:00,45.0,8.1,Scripted,English,"['Drama', 'Thriller']",Running,ITVX
537,2754955,https://www.tvmaze.com/episodes/2754955/trigger-point-2x03-episode-3,46358,Trigger Point,Episode 3,2,3,regular,2024-01-28T07:00:00+00:00,47.0,8.1,Scripted,English,"['Drama', 'Thriller']",Running,ITVX
538,2754958,https://www.tvmaze.com/episodes/2754958/trigger-point-2x04-episode-4,46358,Trigger Point,Episode 4,2,4,regular,2024-01-28T07:00:00+00:00,43.0,8.3,Scripted,English,"['Drama', 'Thriller']",Running,ITVX
539,2754959,https://www.tvmaze.com/episodes/2754959/trigger-point-2x05-episode-5,46358,Trigger Point,Episode 5,2,5,regular,2024-01-28T07:00:00+00:00,46.0,8.1,Scripted,English,"['Drama', 'Thriller']",Running,ITVX
540,2754960,https://www.tvmaze.com/episodes/2754960/trigger-point-2x06-episode-6,46358,Trigger Point,Episode 6,2,6,regular,2024-01-28T07:00:00+00:00,45.0,8.2,Scripted,English,"['Drama', 'Thriller']",Running,ITVX
541,2744884,https://www.tvmaze.com/episodes/2744884/vyzit-v-2x03-vyzit-v-samarkande-vypusk-03,68904,Выжить в...,Выжить в Самарканде. Выпуск 03,2,3,regular,2024-01-28T07:00:00+00:00,150.0,,Reality,Russian,"['Adventure', 'Travel']",Running,ТНТ
542,2744885,https://www.tvmaze.com/episodes/2744885/sou-voli-1x38-vypusk-38-brata-safronovy-dabro,67886,Шоу Воли,"Выпуск 38. Братья Сафроновы, Dabro",1,38,regular,2024-01-28T09:00:00+00:00,51.0,,Talk Show,Russian,[],Running,ТНТ
543,2747083,https://www.tvmaze.com/episodes/2747083/love-endures-1x15-episode-15,69798,Love Endures,Episode 15,1,15,regular,2024-01-28T10:00:00+00:00,45.0,,Scripted,Chinese,['Romance'],Ended,Youku
544,2744517,https://www.tvmaze.com/episodes/2744517/sword-and-fairy-1x19-episode-19,71163,Sword and Fairy,Episode 19,1,19,regular,2024-01-28T10:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Tencent QQ
545,2744518,https://www.tvmaze.com/episodes/2744518/sword-and-fairy-1x20-episode-20,71163,Sword and Fairy,Episode 20,1,20,regular,2024-01-28T10:00:00+00:00,45.0,,Scripted,Chinese,"['Drama', 'Romance']",Ended,Tencent QQ
546,2744134,https://www.tvmaze.com/episodes/2744134/shanghai-picked-flowers-1x31-episode-31,73952,Shanghai Picked Flowers,Episode 31,1,31,regular,2024-01-28T10:00:00+00:00,45.0,,Scripted,Chinese,['Drama'],Ended,Tencent QQ
547,2744135,https://www.tvmaze.com/episodes/2744135/shanghai-picked-flowers-1x32-episode-32,73952,Shanghai Picked Flowers,Episode 32,1,32,regular,2024-01-28T10:00:00+00:00,45.0,,Scripted,Chinese,['Drama'],Ended,Tencent QQ
548,2743363,https://www.tvmaze.com/episodes/2743363/farmen-kjendis-8x14-uke-3-sondag-del-1,24221,Farmen kjendis,Uke 3: Søndag - del 1,8,14,regular,2024-01-28T11:00:00+00:00,43.0,,Reality,Norwegian,"['Adventure', 'Nature', 'History']",Running,TV 2 Play
549,2743364,https://www.tvmaze.com/episodes/2743364/farmen-kjendis-8x15-uke-3-sondag-del-2,24221,Farmen kjendis,Uke 3: Søndag - del 2,8,15,regular,2024-01-28T11:00:00+00:00,22.0,,Reality,Norwegian,"['Adventure', 'Nature', 'History']",Running,TV 2 Play
550,2842385,https://www.tvmaze.com/episodes/2842385/torpet-kjendis-6x12-episode-12,60304,Torpet Kjendis,Episode 12,6,12,regular,2024-01-28T11:00:00+00:00,10.0,,Reality,Norwegian,[],Running,TV 2 Play
551,2675973,https://www.tvmaze.com/episodes/2675973/historien-om-sverige-1x08-nya-tider-ar-1719-till-1809,71796,Historien om Sverige,"Nya tider, år 1719 till 1809",1,8,regular,2024-01-28T11:00:00+00:00,60.0,,Documentary,Swedish,['History'],Running,SVT Play
552,2727274,https://www.tvmaze.com/episodes/2727274/zatoka-szpiegow-1x05-odcinek-5,73711,Zatoka szpiegów,Odcinek 5,1,5,regular,2024-01-28T11:00:00+00:00,45.0,,Scripted,Polish,"['Thriller', 'War', 'History']",Running,TVP VOD
553,3183679,https://www.tvmaze.com/episodes/3183679/policie-hvar-1x01-dobro-dosli,83491,Policie Hvar,Dobro došli,1,1,regular,2024-01-28T11:00:00+00:00,,,Scripted,Czech,['Crime'],Running,VOYO
554,2722874,https://www.tvmaze.com/episodes/2722874/world-wonder-ring-stardom-2024-01-28-stardom-new-year-stars-2024-in-tokorozawa,42383,World Wonder Ring STARDOM,Stardom New Year Stars 2024 in Tokorozawa,2024,11,regular,2024-01-28T12:00:00+00:00,120.0,,Sports,English,[],Running,StardomWorld
555,2753269,https://www.tvmaze.com/episodes/2753269/redakcia-2024-special-redakcia-news-101-a-nedela,42899,Редакция,Редакция. News: 101-я неделя,2024,0,significant_special,2024-01-28T12:00:00+00:00,42.0,,Talk Show,Russian,[],Running,YouTube
556,2757406,https://www.tvmaze.com/episodes/2757406/laikykites-ten-8x11-kodel-nauseda-nemegsta-landsbergio-kam-zuokui-ukininkai-celofanas-uz-grotu,52858,Laikykitės Ten,KODĖL Nausėda nemėgsta LANDSBERGIO? | Kam ZUOKUI ūkininkai | Celofanas už grotų,8,11,regular,2024-01-28T12:00:00+00:00,45.0,,Talk Show,Lithuanian,[],Running,YouTube
557,2755987,https://www.tvmaze.com/episodes/2755987/journey-across-japan-6x17-i-survived-japans-snowiest-town-winter-road-trip,55986,Journey Across Japan,I Survived Japan's Snowiest Town | Winter Road Trip,6,17,regular,2024-01-28T12:00:00+00:00,,,Documentary,English,['Travel'],Running,YouTube
558,2747916,https://www.tvmaze.com/episodes/2747916/71-nord-team-3x07-enige-og-tro-til-dovre-faller,58086,71° nord - team,Enige og tro til Dovre faller,3,7,regular,2024-01-28T12:00:00+00:00,42.0,,Reality,Norwegian,"['Adventure', 'Nature']",Running,Max
559,2753287,https://www.tvmaze.com/episodes/2753287/dekonstrukcia-5x03-aleksandra-zueva-o-seriale-igra-v-kalmara-2021,60246,Деконструкция,Александра Зуева о сериале «Игра в кальмара» (2021),5,3,regular,2024-01-28T12:00:00+00:00,60.0,,Talk Show,Russian,[],Running,YouTube
560,2753691,https://www.tvmaze.com/episodes/2753691/pes-patron-1x13-ne-taka-ak-vsi,66264,Пес Патрон,"Не така, як всі",1,13,regular,2024-01-28T12:00:00+00:00,6.0,,Animation,Ukrainian,"['Adventure', 'Children', 'Family']",Running,MEGOGO
561,2760757,https://www.tvmaze.com/episodes/2760757/wan-jie-zhizun-2x36-episode-86,67907,Wan Jie Zhizun,Episode 86,2,36,regular,2024-01-28T12:00:00+00:00,,,Animation,Chinese,[],Running,iQIYI
562,2756195,https://www.tvmaze.com/episodes/2756195/offline-with-jon-favreau-2024-01-28-are-algorithms-making-you-boring,70236,Offline with Jon Favreau,Are Algorithms Making You Boring?,2024,4,regular,2024-01-28T12:00:00+00:00,52.0,,Talk Show,,[],Running,YouTube
563,2790734,https://www.tvmaze.com/episodes/2790734/wanneng-lian-ai-zahuo-dian-1x13-episode-13,72649,Wanneng Lian Ai Zahuo Dian,Episode 13,1,13,regular,2024-01-28T12:00:00+00:00,17.0,,Animation,Chinese,[],Ended,iQIYI
564,2790735,https://www.tvmaze.com/episodes/2790735/wanneng-lian-ai-zahuo-dian-1x14-episode-14,72649,Wanneng Lian Ai Zahuo Dian,Episode 14,1,14,regular,2024-01-28T12:00:00+00:00,17.0,,Animation,Chinese,[],Ended,iQIYI
